rmssd, sdnn , pnn50, bpm, spo2, activity, label
 28.5,  34.6,  10.5,  85, 96.9,        0,     2
 18.0,  21.8,   3.2, 109, 95.6,        1,     2
 41.9,  48.9,   5.4,  66, 98.7,        2,     1
 33.3,  37.0,  13.5,  75, 97.3,        0,     1
 20.1,  24.3,  11.6,  87, 96.6,        0,     2
 23.5,  28.8,   3.8,  91, 96.7,        2,     2
 68.3,  80.8,  24.3,  63, 98.3,        0,     0
 32.4,  41.2,   7.4,  68, 97.6,        0,     1
 51.3,  65.3,  12.5,  65, 97.1,        0,     0
 82.1, 102.4,  15.2,  60, 97.6,        0,     0
 40.7,  44.9,  44.9,  64, 97.5,        0,     0
 24.2,  29.5,  11.5,  81, 96.9,        0,     2
 38.1,  44.7,  13.3,  62, 98.3,        1,     1
 47.0,  60.4,  39.6,  57, 98.1,        2,     0
 16.5,  17.6,   5.8, 104, 96.5,        0,     2
 34.0,  37.1,  29.6,  76, 97.6,        1,     1
 19.1,  20.7,   2.3,  95, 95.8,        0,     2
 21.3,  24.7,   6.7,  80, 96.9,        1,     2
 59.7,  79.2,  27.2,  55, 98.4,        0,     0
 30.4,  34.0,  12.1,  63, 97.0,        0,     1
 19.8,  21.0,   4.2,  82, 98.5,        0,     2
 76.4,  97.9,  40.8,  62, 97.9,        0,     0
 19.9,  20.9,   1.0,  98, 95.1,        0,     2
 52.1,  61.1,  10.3,  69, 97.8,        1,     1
 55.7,  63.5,  20.1,  68, 98.5,        0,     0
 38.9,  49.7,  27.2,  58, 98.2,        0,     0
 43.2,  57.3,  41.6,  59, 98.4,        0,     0
 35.0,  39.9,  48.3,  55, 98.8,        0,     0
 18.5,  21.6,   4.1,  68, 96.9,        0,     2
 30.5,  34.8,   9.7,  90, 95.6,        1,     2
 58.3,  72.8,  29.2,  60, 98.3,        0,     0
 43.2,  48.2,  28.7,  45, 98.0,        0,     0
 44.1,  51.7,   8.1,  77, 97.3,        0,     1
 19.4,  21.8,   9.9,  72, 98.3,        0,     1
 63.7,  82.6,  36.0,  58, 97.3,        0,     0
 34.3,  38.8,   4.2,  90, 97.3,        1,     1
 65.4,  80.5,  20.3,  62, 97.4,        1,     0
 32.9,  35.9,  32.0,  80, 96.8,        0,     1
 37.5,  43.5,   8.8,  73, 98.1,        1,     1
 26.5,  29.2,  16.3,  85, 97.7,        1,     1
 51.8,  54.7,  42.9,  52, 97.7,        1,     0
 69.1,  87.4,  32.9,  68, 97.1,        0,     0
 30.7,  38.7,  23.6,  94, 97.8,        1,     1
 14.8,  16.4,  18.1,  70, 97.3,        1,     1
 41.3,  45.3,  36.3,  45, 97.5,        0,     0
 42.5,  53.5,  16.2,  72, 97.6,        1,     1
 25.0,  28.3,   4.0, 107, 97.2,        0,     2
 18.1,  21.2,   0.0,  83, 95.7,        1,     2
 33.5,  39.0,  22.3,  90, 97.7,        0,     1
 33.2,  39.0,  15.7,  75, 98.0,        0,     1
 24.0,  27.2,   4.1,  88, 96.8,        0,     2
 22.7,  27.9,   2.5,  74, 97.1,        0,     1
 17.2,  18.5,   3.6,  98, 97.3,        0,     2
  8.0,   9.0,  12.7, 101, 94.9,        0,     2
 59.1,  68.1,  34.1,  66, 98.5,        1,     0
 34.3,  43.9,  31.1,  68, 97.3,        0,     1
 20.7,  23.3,   0.0, 110, 96.3,        0,     2
 39.6,  41.8,  33.3,  67, 97.9,        1,     0
 39.3,  49.3,  25.4,  60, 98.5,        1,     0
 24.4,  26.5,   5.9,  72, 97.6,        0,     1
 26.5,  31.6,   5.5,  81, 97.7,        0,     2
 24.1,  29.7,   3.1,  95, 97.1,        0,     2
 41.7,  54.0,   8.7,  71, 97.5,        1,     1
 28.9,  32.6,  20.6,  70, 97.6,        0,     1
 75.6,  96.5,  43.6,  54, 98.3,        2,     0
 17.5,  20.9,   8.1,  88, 97.1,        0,     2
 64.7,  82.8,  35.3,  72, 96.9,        2,     0
 44.3,  46.6,  22.4,  70, 98.3,        1,     0
 28.0,  31.0,  13.8,  88, 96.9,        0,     2
 36.2,  38.0,   8.9,  71, 97.4,        0,     1
 46.6,  51.8,   9.6,  76, 97.2,        1,     1
 64.9,  85.0,  34.2,  58, 98.0,        1,     0
 43.9,  51.1,  14.7,  68, 97.2,        0,     1
 59.4,  76.4,  31.2,  63, 97.8,        2,     0
 31.1,  35.2,   1.5,  85, 95.8,        0,     2
 25.0,  27.4,   9.3,  99, 98.4,        0,     2
 26.1,  32.0,  10.7,  68, 96.7,        0,     1
 13.8,  15.3,  10.9,  91, 96.8,        0,     2
 68.7,  86.0,  34.7,  59, 98.6,        0,     0
 29.0,  33.3,  35.7,  63, 98.3,        0,     0
 30.3,  37.5,   8.7,  88, 96.6,        0,     2
  7.1,   7.8,   8.5,  92, 97.1,        0,     2
 17.1,  18.6,   2.8,  90, 98.3,        1,     2
 33.4,  38.6,   7.8,  76, 98.1,        0,     1
 43.9,  58.8,  24.8,  79, 97.9,        0,     0
 57.9,  64.3,  28.5,  61, 98.4,        0,     0
 63.4,  75.8,  41.3,  62, 97.5,        0,     0
 23.7,  27.2,   0.0,  84, 95.9,        0,     2
 57.8,  66.4,  31.8,  63, 99.1,        0,     0
 37.1,  40.2,   9.9,  58, 99.1,        0,     1
 21.4,  24.9,   6.9,  95, 96.5,        0,     2
 29.1,  35.6,   8.9,  90, 97.0,        0,     2
 80.4,  96.5,  43.6,  59, 98.2,        1,     0
 24.0,  29.3,  20.2,  82, 97.3,        0,     1
 15.3,  16.8,   2.0,  81, 97.3,        0,     2
 23.8,  25.5,   7.3,  91, 97.4,        0,     2
 28.8,  32.7,   8.6,  70, 97.2,        0,     2
 17.0,  19.5,   1.3, 112, 97.6,        2,     2
 19.9,  23.8,   9.4,  94, 97.4,        0,     2
 28.0,  30.0,  27.1,  75, 98.1,        0,     0
 34.6,  43.2,   8.9,  84, 96.2,        0,     1
 40.4,  47.5,  34.0,  62, 98.0,        1,     0
 34.0,  39.1,  20.5,  90, 96.5,        1,     1
 28.6,  36.2,  11.4,  68, 97.7,        0,     1
 50.9,  65.1,  14.7,  60, 98.3,        0,     0
 36.7,  47.3,  16.2,  61, 98.5,        1,     0
 27.7,  29.3,  27.1,  67, 96.1,        0,     1
 27.0,  32.2,   5.8,  84, 97.4,        0,     2
 58.9,  72.4,  41.5,  50, 98.6,        0,     0
 30.8,  37.8,  13.3,  78, 98.2,        1,     1
 33.5,  43.3,   4.1,  88, 98.6,        1,     1
 22.8,  28.8,  16.3,  68, 98.2,        0,     1
 36.8,  48.5,  29.3,  67, 97.9,        0,     0
 19.8,  23.4,   6.1,  88, 99.0,        0,     2
 49.3,  63.2,  12.8,  64, 98.2,        2,     0
 53.1,  68.5,  35.9,  62, 97.7,        0,     0
 27.3,  33.3,  14.6,  94, 97.7,        0,     2
 61.1,  71.1,  30.9,  49, 98.7,        0,     0
 49.2,  65.1,  28.3,  66, 98.0,        0,     0
 35.5,  42.7,   6.7,  90, 96.9,        0,     1
 47.4,  56.8,  29.8,  73, 98.2,        1,     0
 38.9,  43.1,   3.6,  73, 97.2,        0,     1
 12.5,  14.1,  14.6,  89, 97.1,        0,     2
 31.6,  34.8,   2.0,  74, 97.1,        0,     1
 54.3,  69.5,  34.4,  70, 97.7,        0,     0
 22.8,  27.7,   6.5,  83, 96.7,        0,     2
 23.8,  29.1,   6.5,  90, 98.5,        1,     2
 41.2,  44.7,  23.0,  51, 98.3,        0,     0
 66.9,  89.5,  17.7,  67, 98.3,        0,     0
 38.8,  50.0,  15.0,  84, 97.6,        1,     1
 23.7,  30.3,  22.4,  78, 97.6,        0,     1
 52.4,  60.4,  27.1,  63, 98.0,        0,     0
  4.6,   5.7,   0.0, 126, 97.1,        0,     2
 30.4,  34.8,  18.9,  74, 97.1,        0,     1
 40.1,  44.1,  13.9,  78, 96.8,        1,     1
 37.9,  42.0,  34.9,  74, 97.7,        0,     0
 66.7,  88.6,  31.1,  64, 97.9,        0,     0
 17.0,  18.7,  24.5,  79, 98.7,        2,     1
 25.4,  28.9,   6.5,  93, 97.8,        0,     2
 51.6,  63.2,  22.7,  62, 97.5,        0,     0
 37.4,  48.6,   9.1,  78, 98.0,        1,     1
 34.8,  44.4,  15.4,  84, 96.9,        0,     1
 47.1,  53.6,  22.1,  70, 96.4,        0,     1
 29.6,  33.1,   8.4,  68, 95.9,        0,     2
 24.2,  26.1,   7.0,  73, 95.9,        0,     2
 55.0,  70.5,  24.0,  75, 98.1,        1,     0
 19.8,  24.6,   6.8,  90, 96.9,        0,     2
  4.0,   5.0,   7.3,  94, 96.2,        1,     2
 26.1,  32.0,  19.1,  87, 96.7,        0,     1
 18.0,  20.9,   0.0, 102, 96.5,        0,     2
 24.7,  30.7,  15.5,  67, 97.1,        1,     1
 32.1,  37.3,  22.6,  82, 97.0,        0,     1
 48.2,  58.5,  34.3,  59, 97.4,        2,     0
 30.0,  36.7,  15.6,  58, 96.4,        1,     1
 19.6,  21.3,   1.1, 101, 95.4,        0,     2
 25.0,  29.0,   2.0,  81, 97.1,        2,     1
 33.2,  39.8,  16.5,  77, 96.8,        0,     1
 60.7,  67.7,  28.4,  69, 97.7,        0,     0
 21.9,  26.3,   6.8,  81, 96.3,        0,     2
 16.8,  20.8,  10.4,  94, 97.3,        1,     2
  9.9,  11.9,   1.7,  97, 95.9,        0,     2
 13.5,  14.8,   2.8,  86, 95.8,        0,     2
 14.8,  18.3,   8.1,  74, 96.7,        0,     2
 47.6,  63.7,  31.8,  71, 97.6,        0,     0
 59.0,  65.6,  26.9,  60, 97.8,        0,     0
 58.7,  69.5,  31.1,  66, 97.9,        0,     0
 24.2,  27.6,  13.0,  88, 97.8,        1,     2
 10.2,  11.7,   7.4,  95, 96.2,        0,     2
 39.6,  43.4,   8.4,  75, 99.5,        0,     1
 17.8,  20.9,   0.0,  95, 95.7,        0,     2
 20.2,  24.2,  18.6,  98, 98.5,        1,     1
  8.4,   9.1,   7.9,  97, 96.6,        1,     2
 48.2,  53.8,  20.2,  58, 99.1,        1,     1
 59.4,  73.2,  27.2,  47, 97.7,        0,     0
 50.6,  57.9,  24.3,  51, 97.6,        0,     0
 71.5,  88.6,  24.5,  62, 97.8,        0,     0
 23.6,  26.1,   0.0,  83, 96.4,        0,     2
 12.1,  13.7,   9.5,  91, 96.6,        0,     2
 26.9,  28.2,   3.4,  90, 96.2,        0,     2
 26.7,  31.2,  11.9,  75, 97.9,        0,     1
 17.5,  20.8,   3.6,  86, 96.1,        0,     2
 39.7,  42.7,  13.2,  73, 98.1,        0,     1
 53.1,  57.2,  38.0,  67, 97.9,        0,     0
 54.2,  72.2,  28.0,  60, 98.1,        0,     0
 13.9,  15.8,   0.0,  98, 95.7,        0,     2
 37.0,  41.7,  16.1,  85, 97.1,        1,     1
 61.8,  75.0,   7.3,  66, 97.4,        1,     1
 24.4,  26.3,  18.0, 100, 97.6,        0,     2
 23.3,  26.4,   7.2,  93, 96.5,        0,     2
 20.5,  23.4,   1.7,  82, 96.8,        0,     2
 40.4,  51.9,  36.9,  57, 98.2,        0,     0
 48.5,  58.2,  30.5,  67, 98.3,        0,     0
 14.9,  18.1,   4.2,  86, 96.6,        0,     2
 10.5,  11.1,   2.3,  97, 98.0,        0,     2
 45.8,  50.7,  22.9,  76, 96.7,        0,     1
 60.4,  79.2,  30.2,  65, 98.3,        0,     0
 12.5,  13.7,   3.2,  76, 97.5,        0,     2
 47.8,  54.6,  41.0,  66, 98.4,        2,     0
 18.4,  20.0,   3.9,  77, 98.1,        0,     2
 50.4,  59.9,  42.8,  61, 98.0,        0,     0
 33.5,  37.0,   5.8,  82, 96.4,        0,     1
 39.7,  41.9,   3.7,  66, 97.5,        0,     1
 84.3, 104.6,  24.8,  67, 98.3,        0,     0
 26.2,  29.4,   8.0, 104, 96.8,        0,     2
 59.9,  76.8,  17.5,  63, 98.6,        0,     0
 11.3,  12.0,   4.7, 107, 97.2,        0,     2
 22.8,  28.4,  33.4,  78, 98.3,        0,     1
 50.0,  64.7,  11.5,  70, 98.4,        0,     0
 18.8,  20.3,   0.0,  90, 98.4,        0,     2
 75.9,  92.3,  37.9,  58, 98.4,        1,     0
 49.6,  54.0,  11.1,  69, 97.3,        1,     1
 64.4,  72.2,  32.5,  59, 98.0,        0,     0
 46.7,  54.6,  58.2,  63, 97.2,        0,     0
 60.2,  70.9,  32.6,  64, 98.2,        1,     0
 46.6,  52.1,  12.4,  88, 99.1,        0,     1
  9.0,   9.7,   1.0, 112, 97.5,        0,     2
 56.5,  61.1,  21.3,  68, 97.8,        1,     0
 22.3,  26.3,   3.8,  89, 97.3,        0,     2
 31.7,  36.2,  10.9,  85, 97.5,        0,     1
 30.5,  36.1,  20.5,  66, 98.1,        0,     1
 14.6,  17.6,   4.0,  99, 97.9,        0,     2
 18.5,  22.6,   6.8,  72, 98.5,        0,     2
 48.6,  56.8,  35.3,  75, 99.7,        0,     0
 38.6,  48.6,  30.3,  69, 98.7,        0,     0
 19.9,  23.0,   4.9,  96, 96.1,        0,     2
 38.9,  45.5,  20.1,  87, 97.6,        1,     1
 14.0,  15.5,   4.7, 112, 96.8,        0,     2
 17.1,  18.4,   6.7, 102, 97.0,        0,     2
 16.6,  19.6,  11.4,  95, 96.5,        0,     2
 59.6,  65.6,  29.6,  69, 97.6,        0,     0
 45.6,  53.3,  35.0,  59, 98.1,        0,     0
 22.7,  25.3,   1.9,  86, 97.8,        0,     2
 11.7,  12.7,   0.0,  97, 97.8,        0,     2
 70.6,  75.6,  55.2,  60, 97.7,        0,     0
 80.9, 108.1,  28.5,  61, 99.0,        0,     0
 60.4,  69.2,  33.6,  61, 97.6,        0,     0
 50.9,  54.0,  29.5,  50, 97.8,        0,     0
 21.1,  26.4,   7.1, 101, 98.5,        0,     2
 59.0,  63.3,   9.3,  75, 97.8,        0,     1
 57.3,  73.9,  22.9,  73, 98.1,        0,     0
 69.4,  79.2,  18.7,  65, 98.6,        0,     0
 52.9,  70.5,  33.4,  67, 98.1,        0,     0
 39.2,  41.8,   8.0,  85, 98.3,        1,     1
 48.1,  60.1,   9.1,  72, 96.9,        0,     1
 14.0,  16.0,  11.8,  88, 97.1,        1,     1
 39.3,  43.1,  17.6,  71, 98.5,        0,     1
 41.8,  54.6,  40.5,  65, 97.1,        2,     0
 30.6,  34.3,   6.4,  89, 96.7,        0,     2
 20.0,  23.7,   0.4,  90, 95.9,        1,     2
 32.1,  40.7,  13.5,  78, 97.6,        1,     1
 32.2,  36.3,  13.2,  75, 98.0,        1,     1
 10.4,  12.4,   5.1, 103, 97.9,        0,     2
 19.7,  23.1,  12.6,  97, 95.4,        0,     2
 29.7,  33.9,   4.5,  81, 96.7,        0,     2
 27.9,  32.5,   0.0,  99, 97.2,        1,     2
 36.3,  42.8,  19.0,  83, 97.5,        0,     1
 45.9,  53.3,  26.4,  77, 97.4,        0,     1
 17.3,  21.3,   4.4,  96, 97.5,        0,     2
 79.2,  98.7,  39.6,  51, 97.8,        0,     0
 51.7,  68.6,  30.2,  69, 97.9,        0,     0
 55.8,  72.8,  33.2,  66, 98.5,        1,     0
 63.5,  83.1,  31.9,  62, 98.0,        0,     0
 21.1,  22.7,   3.2, 108, 96.8,        0,     2
 19.2,  24.3,   8.7,  66, 96.6,        0,     1
 39.9,  44.9,  10.9,  75, 97.1,        0,     1
 23.1,  25.2,   0.0,  77, 96.9,        0,     2
 18.4,  23.4,  12.0,  80, 95.9,        1,     1
 42.7,  45.2,   9.2,  88, 98.5,        0,     1
 29.0,  31.2,  21.9,  70, 97.5,        0,     1
 52.0,  61.9,  35.3,  60, 98.3,        0,     0
 44.9,  48.8,  10.2,  68, 97.7,        0,     1
 86.1, 103.7,  44.9,  63, 98.1,        1,     0
 10.8,  11.4,   4.5,  70, 97.0,        1,     2
 18.3,  22.3,  10.1,  88, 97.5,        0,     2
 26.8,  29.4,  14.0,  60, 97.5,        0,     1
 34.7,  41.8,  25.0,  84, 97.2,        0,     1
 30.2,  35.4,  16.1,  75, 97.6,        2,     1
 53.0,  59.1,  28.0,  69, 98.1,        0,     0
 80.0,  96.5,  35.8,  65, 98.7,        0,     0
 13.9,  14.6,   4.9, 103, 96.5,        0,     2
 44.0,  51.9,  32.6,  74, 97.9,        1,     0
 24.5,  27.3,  15.6,  89, 96.7,        0,     1
 40.0,  43.2,  31.6,  74, 98.1,        0,     0
 50.4,  63.6,  21.3,  79, 98.2,        2,     1
 37.0,  45.8,  22.6,  77, 97.0,        0,     1
 13.5,  15.4,   2.1, 111, 96.5,        0,     2
 22.4,  26.9,   0.0, 102, 96.9,        1,     2
 29.8,  35.3,   2.8,  87, 96.6,        0,     2
 17.6,  20.4,   3.1, 103, 95.9,        0,     2
 40.9,  45.0,  20.1,  65, 97.9,        0,     1
 68.8,  88.3,  22.8,  52, 98.1,        0,     0
 21.1,  26.1,   1.1, 100, 96.6,        2,     2
 20.2,  22.1,   5.9,  68, 97.6,        0,     2
 33.1,  38.3,  29.0,  75, 98.1,        0,     0
 20.5,  22.7,   6.3, 101, 96.5,        0,     2
 42.7,  53.0,  31.7,  63, 97.4,        0,     0
 45.1,  47.5,  43.8,  74, 97.3,        0,     0
 18.2,  20.0,   0.0,  73, 96.2,        0,     2
 41.7,  45.6,  13.4,  60, 98.1,        1,     1
 36.6,  43.4,  45.7,  61, 97.7,        0,     0
 45.1,  48.2,  18.2,  79, 96.5,        2,     1
 19.6,  23.8,   0.8,  79, 96.4,        0,     2
 32.8,  41.9,  21.9,  53, 97.9,        0,     0
 17.6,  21.0,   5.7,  97, 96.3,        0,     2
 14.9,  16.1,   8.7, 102, 95.7,        1,     2
 73.4,  93.5,  29.0,  60, 99.1,        0,     0
 58.2,  62.3,  36.0,  78, 98.7,        0,     0
 68.7,  92.7,  33.5,  52, 97.9,        0,     0
 54.9,  60.9,  32.6,  69, 98.2,        0,     0
  7.4,   8.5,   8.3, 100, 97.8,        0,     2
 64.4,  84.8,  44.2,  75, 98.1,        0,     0
 58.7,  70.5,  32.0,  64, 97.7,        0,     0
  7.5,   8.1,   0.2, 105, 98.2,        0,     2
 59.5,  72.7,  40.8,  67, 97.5,        0,     0
 52.5,  57.9,  27.0,  61, 98.3,        0,     0
 38.1,  45.2,  40.2,  61, 97.4,        0,     0
 35.7,  44.2,  13.1,  69, 98.0,        0,     1
 28.3,  34.8,  16.9,  83, 97.9,        1,     1
 41.3,  43.8,  21.0,  63, 98.7,        0,     0
 64.7,  81.7,  18.4,  72, 98.5,        1,     0
 24.3,  29.8,   1.0,  84, 96.8,        0,     2
 65.4,  80.2,  15.3,  70, 98.1,        1,     0
 41.9,  52.7,  11.3,  71, 97.1,        2,     1
 24.2,  28.4,   0.4, 108, 98.1,        0,     2
 19.5,  23.2,   4.6,  97, 96.7,        0,     2
 17.9,  20.6,   9.9, 103, 98.1,        2,     2
 17.3,  18.5,  10.2,  92, 96.1,        1,     2
 18.7,  22.0,  10.2,  95, 95.3,        0,     2
 47.5,  56.3,  33.0,  64, 98.1,        2,     0
 14.4,  17.6,   8.4,  94, 96.1,        0,     2
 37.6,  40.6,  20.1,  78, 97.1,        0,     1
 16.8,  18.9,   2.5,  73, 96.5,        0,     2
 13.0,  14.2,   8.2,  80, 97.0,        0,     2
 34.4,  44.4,   5.5,  74, 96.8,        1,     1
 19.2,  22.2,  10.8,  87, 97.4,        0,     2
 17.3,  19.8,  10.6,  86, 95.4,        0,     2
 14.0,  16.7,   6.6,  68, 96.9,        0,     2
 76.0,  94.9,  40.7,  63, 97.7,        0,     0
 38.3,  49.1,  12.9,  67, 96.9,        0,     1
 13.0,  15.9,   0.0,  86, 96.6,        0,     2
 12.8,  13.9,   9.7,  97, 96.9,        1,     2
 56.4,  60.1,  20.7,  55, 98.4,        0,     0
 19.1,  23.8,   3.9,  85, 97.8,        0,     2
 65.2,  71.7,  28.6,  61, 98.0,        0,     0
 29.2,  33.6,  12.4,  85, 96.1,        0,     1
 13.3,  15.1,   5.0,  99, 96.8,        1,     2
 22.2,  27.3,   8.4,  98, 96.6,        0,     2
 50.7,  58.7,   9.9,  73, 96.7,        0,     1
 46.5,  51.6,  27.1,  45, 97.1,        0,     0
 18.8,  22.0,   5.9, 108, 96.7,        0,     2
 29.2,  31.9,   5.0,  66, 97.1,        0,     1
 33.2,  40.9,   6.9,  75, 95.5,        0,     2
 44.6,  48.9,   8.5,  84, 96.8,        0,     1
 14.9,  18.0,   3.3,  82, 95.7,        1,     2
 27.6,  33.9,   0.0,  68, 97.1,        0,     2
 49.4,  60.2,  34.3,  59, 98.4,        0,     0
 28.0,  32.5,  49.1,  63, 97.9,        0,     0
 42.5,  48.0,  38.6,  58, 97.3,        0,     0
 47.5,  51.0,  33.6,  74, 98.2,        0,     0
 52.1,  65.2,  30.6,  64, 98.2,        0,     0
 57.6,  61.1,  26.8,  49, 97.5,        0,     0
 24.0,  25.8,   7.7,  58, 97.8,        1,     1
 30.7,  32.3,  39.3,  61, 97.6,        0,     0
 19.1,  22.8,   0.0,  94, 96.7,        0,     2
 51.7,  66.1,  25.9,  69, 98.7,        1,     0
 23.9,  29.0,  12.1,  75, 97.6,        2,     2
 64.2,  84.5,  15.5,  55, 98.6,        0,     0
 61.5,  65.8,  37.7,  59, 98.6,        0,     0
 85.7,  95.9,  33.8,  59, 97.5,        0,     0
 33.8,  42.3,   3.7,  95, 96.8,        2,     1
 26.3,  31.8,  13.8,  86, 96.5,        0,     1
 11.3,  13.4,   4.8, 101, 97.3,        0,     2
 23.5,  26.8,   3.2,  73, 96.8,        0,     2
 62.9,  71.3,  36.1,  46, 98.5,        2,     0
 67.4,  85.8,  29.0,  60, 97.1,        1,     0
 39.6,  51.0,   6.8,  79, 97.9,        0,     1
 22.7,  24.8,   6.7,  88, 97.1,        0,     2
 26.5,  29.0,   2.4,  88, 96.2,        1,     2
 24.2,  25.9,   7.0,  77, 97.1,        0,     1
 25.4,  28.4,   9.8,  97, 96.4,        0,     2
 23.9,  28.6,  10.4,  97, 97.1,        0,     2
 20.2,  24.9,  14.1,  83, 95.3,        0,     2
 20.4,  24.5,  10.8,  64, 97.1,        0,     1
 64.0,  76.4,  29.1,  73, 98.0,        0,     0
 39.4,  42.5,  15.1,  78, 97.3,        2,     1
 26.9,  30.4,  11.1,  93, 98.6,        0,     1
 12.8,  13.8,   3.7,  78, 95.3,        0,     2
 43.8,  51.9,  30.7,  58, 97.5,        0,     0
 18.8,  23.0,   7.0,  85, 97.0,        0,     2
  6.4,   6.8,   4.0,  90, 96.5,        0,     2
 58.9,  64.6,  45.3,  57, 98.4,        0,     0
 58.2,  64.8,  37.7,  67, 98.5,        0,     0
 72.1,  92.5,  38.6,  60, 97.6,        0,     0
 52.9,  57.3,  29.9,  62, 97.3,        0,     0
 28.0,  31.8,  54.9,  55, 97.9,        0,     0
 32.4,  37.1,  28.6,  69, 98.3,        2,     0
 66.6,  72.3,  33.9,  62, 98.5,        0,     0
 25.9,  30.8,  16.2,  69, 96.4,        1,     1
 38.0,  43.0,  18.6,  80, 96.4,        0,     1
 71.1,  80.2,  32.3,  61, 98.1,        1,     0
 63.7,  71.6,  36.4,  49, 98.2,        1,     0
 29.8,  32.7,   8.0,  89, 96.6,        0,     2
 35.0,  41.1,   4.2,  91, 97.4,        1,     1
  7.7,   9.6,   1.8,  76, 95.2,        1,     2
 37.5,  43.4,  14.3,  74, 98.2,        0,     1
 41.3,  47.5,  10.8,  79, 98.6,        1,     1
 12.0,  15.0,   4.6,  86, 97.3,        0,     2
 65.2,  74.9,  28.3,  48, 97.8,        0,     0
 18.6,  20.2,   4.8, 104, 97.0,        0,     2
 38.6,  41.5,  14.7,  71, 97.2,        1,     1
 15.9,  19.0,   6.4,  88, 96.2,        0,     2
 17.1,  18.4,  14.2,  96, 95.8,        0,     2
 26.7,  29.2,   4.9,  69, 95.4,        0,     2
 17.1,  18.7,   7.7,  98, 96.4,        1,     1
 31.7,  37.0,  11.2,  61, 96.9,        1,     1
 32.2,  34.0,  12.8,  83, 98.8,        0,     1
 22.2,  26.7,   2.9,  89, 96.1,        0,     2
 64.4,  70.9,  17.9,  57, 97.7,        1,     0
 42.9,  51.3,  11.7,  71, 96.8,        0,     1
 14.2,  16.2,  12.2,  84, 98.6,        1,     1
 46.8,  49.6,  27.2,  64, 97.9,        0,     0
 37.4,  42.0,  11.0,  71, 96.7,        0,     2
 32.9,  38.3,  20.5,  81, 96.4,        0,     1
 24.5,  29.9,  26.5,  85, 98.0,        1,     1
  9.2,  10.4,   1.9,  90, 97.6,        0,     2
 25.0,  31.5,  13.9,  58, 96.6,        0,     1
 41.0,  46.1,  13.8,  74, 96.8,        0,     1
 67.3,  87.5,  24.8,  55, 98.8,        0,     0
 29.0,  33.6,  17.1,  74, 97.6,        1,     1
 51.0,  65.7,  21.8,  80, 99.6,        2,     1
 19.8,  24.7,   9.2, 104, 97.3,        0,     2
 69.7,  86.9,  28.2,  68, 98.3,        0,     0
 33.0,  34.8,  27.0,  65, 97.5,        0,     0
 31.9,  35.8,  14.1,  87, 97.6,        1,     1
 13.6,  15.1,   3.8,  91, 96.1,        0,     2
 39.3,  43.6,  27.5,  65, 97.3,        0,     0
 23.6,  27.1,   1.8,  86, 97.2,        0,     2
 32.6,  38.4,  11.2,  82, 96.5,        2,     2
 28.0,  30.0,  25.0,  69, 96.9,        0,     0
 25.4,  28.0,  14.1,  78, 97.0,        0,     1
 47.7,  52.7,  45.2,  75, 97.5,        0,     0
 45.6,  49.2,  10.1,  70, 96.9,        1,     1
 15.3,  18.9,   9.3,  84, 96.4,        0,     2
 17.6,  19.9,  10.9, 108, 97.4,        0,     2
 42.0,  51.1,  16.5,  71, 97.4,        2,     1
 33.0,  39.0,   9.3,  77, 96.7,        0,     1
 21.0,  23.6,   9.0, 106, 97.7,        0,     2
 24.8,  31.1,   9.2,  58, 97.7,        0,     1
 21.3,  23.7,  16.1,  97, 98.3,        0,     1
 21.6,  26.9,   0.8,  95, 96.2,        0,     2
 19.1,  22.8,  11.8,  81, 98.0,        0,     2
 14.9,  18.0,   5.1,  82, 96.8,        0,     2
 25.6,  27.7,  10.8,  86, 96.8,        0,     2
 10.5,  11.7,   5.5,  93, 96.9,        0,     2
 25.7,  28.7,  11.0,  72, 98.3,        0,     2
 81.6,  97.1,  29.2,  65, 97.8,        0,     0
 11.4,  12.7,   3.0,  95, 95.7,        0,     2
 71.8,  79.8,  37.8,  48, 97.7,        0,     0
 13.4,  14.4,   2.1,  74, 97.1,        1,     2
 42.8,  51.3,  32.8,  59, 98.3,        0,     0
 67.1,  88.5,  10.6,  64, 97.7,        0,     0
 13.0,  13.7,   8.5,  74, 97.5,        0,     2
 71.3,  85.1,  29.7,  45, 96.9,        0,     0
 37.6,  46.3,  15.7,  58, 96.6,        1,     1
 44.2,  56.1,  19.8,  76, 98.2,        0,     1
 38.2,  47.8,  14.2,  72, 98.6,        0,     1
 68.2,  74.7,  19.4,  61, 98.4,        0,     0
 59.1,  64.3,  34.2,  75, 98.1,        0,     0
 45.3,  51.0,  33.6,  56, 97.2,        0,     0
 40.4,  42.6,  27.7,  77, 96.8,        1,     1
 60.0,  70.8,  29.3,  51, 97.2,        0,     0
 58.9,  71.4,  13.0,  65, 97.9,        0,     0
 53.5,  61.3,  50.1,  63, 98.4,        0,     0
 25.5,  32.5,  17.5,  69, 98.2,        1,     1
  8.3,  10.3,   6.3,  92, 96.6,        1,     2
 66.1,  78.5,  37.5,  69, 98.4,        0,     0
 65.4,  68.7,  19.6,  57, 97.9,        0,     0
 53.5,  67.7,  20.1,  56, 98.1,        0,     0
 19.2,  23.6,   7.4,  80, 96.9,        0,     2
 21.3,  26.1,   2.0,  88, 97.1,        1,     1
 59.7,  71.5,  13.4,  63, 97.8,        0,     0
